Hourly measurement data supplied by UK-air on 08/02/2024,,,,,,,,,,,,,,,
All Data GMT hour ending,,,,,,,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,,,,,,,
Site Name,,Bristol Temple Way,,,,,,,,,,,,,
Latitude,,51.457968,,,,,,,,,,,,,
Longitude,,-2.583975,,,,,,,,,,,,,
Site Type,,Urban Traffic,,,,,,,,,,,,,
Zone,,South West,,,,,,,,,,,,,
Agglomeration,,Bristol Urban Area,,,,,,,,,,,,,
Local Authority,,Bristol,,,,,,,,,,,,,
Date,Time,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status
1/1/2023,1:00:00,10.8862,V ugm-3,33.59538,V ugm-3,50.28731,V ugm-3,17.392,V ugm-3 (Ref.eq),227.3,N deg,7,N ms-1,7.6,N degC
1/1/2023,2:00:00,17.7209,V ugm-3,37.83775,V ugm-3,65.00941,V ugm-3,12.561,V ugm-3 (Ref.eq),215.8,N deg,6,N ms-1,7.2,N degC
1/1/2023,3:00:00,24.57321,V ugm-3,47.13197,V ugm-3,84.81037,V ugm-3,16.425,V ugm-3 (Ref.eq),213,N deg,6.1,N ms-1,6.9,N degC
1/1/2023,4:00:00,21.50817,V ugm-3,43.36248,V ugm-3,76.34121,V ugm-3,14.493,V ugm-3 (Ref.eq),217.1,N deg,6.6,N ms-1,6.8,N degC
1/1/2023,5:00:00,12.07522,V ugm-3,33.80377,V ugm-3,52.31886,V ugm-3,14.493,V ugm-3 (Ref.eq),217.2,N deg,6.8,N ms-1,6.9,N degC
1/1/2023,6:00:00,16.40857,V ugm-3,38.00311,V ugm-3,63.16255,V ugm-3,10.628,V ugm-3 (Ref.eq),212.9,N deg,6.1,N ms-1,6.7,N degC
1/1/2023,7:00:00,13.87197,V ugm-3,31.56328,V ugm-3,52.83334,V ugm-3,13.527,V ugm-3 (Ref.eq),211.2,N deg,6.1,N ms-1,6.7,N degC
1/1/2023,8:00:00,16.09149,V ugm-3,40.42848,V ugm-3,65.10175,V ugm-3,12.561,V ugm-3 (Ref.eq),213,N deg,6.4,N ms-1,6.7,N degC
1/1/2023,9:00:00,24.66129,V ugm-3,46.66713,V ugm-3,84.48058,V ugm-3,20.29,V ugm-3 (Ref.eq),210.7,N deg,6.7,N ms-1,6.9,N degC
1/1/2023,10:00:00,21.4289,V ugm-3,38.1809,V ugm-3,71.03809,V ugm-3,14.493,V ugm-3 (Ref.eq),212.3,N deg,6.8,N ms-1,7.4,N degC
1/1/2023,11:00:00,15.061,V ugm-3,33.4998,V ugm-3,56.59302,V ugm-3,20.29,V ugm-3 (Ref.eq),213.5,N deg,6.8,N ms-1,7.8,N degC
1/1/2023,12:00:00,8.71953,V ugm-3,30.36121,V ugm-3,43.73097,V ugm-3,22.223,V ugm-3 (Ref.eq),213,N deg,6.5,N ms-1,8.3,N degC
1/1/2023,13:00:00,26.89842,V ugm-3,46.93063,V ugm-3,88.17429,V ugm-3,26.087,V ugm-3 (Ref.eq),209.9,N deg,6.2,N ms-1,8.4,N degC
1/1/2023,14:00:00,31.86591,V ugm-3,49.56398,V ugm-3,98.42436,V ugm-3,25.121,V ugm-3 (Ref.eq),213.1,N deg,5.9,N ms-1,8.4,N degC
1/1/2023,15:00:00,36.56917,V ugm-3,54.10635,V ugm-3,110.17829,V ugm-3,32.851,V ugm-3 (Ref.eq),216.6,N deg,5.7,N ms-1,8.1,N degC
1/1/2023,16:00:00,41.11389,V ugm-3,56.24024,V ugm-3,119.28066,V ugm-3,24.155,V ugm-3 (Ref.eq),212.9,N deg,5.6,N ms-1,7.7,N degC
1/1/2023,17:00:00,24.91671,V ugm-3,43.36009,V ugm-3,81.56518,V ugm-3,14.493,V ugm-3 (Ref.eq),213.9,N deg,5.8,N ms-1,7.4,N degC
1/1/2023,18:00:00,20.60979,V ugm-3,42.84034,V ugm-3,74.44158,V ugm-3,3.865,V ugm-3 (Ref.eq),220,N deg,5.9,N ms-1,7.2,N degC
1/1/2023,19:00:00,16.9106,V ugm-3,44.62077,V ugm-3,70.54999,V ugm-3,6.763,V ugm-3 (Ref.eq),219.8,N deg,5.5,N ms-1,7,N degC
1/1/2023,20:00:00,13.68702,V ugm-3,39.80156,V ugm-3,60.78802,V ugm-3,5.797,V ugm-3 (Ref.eq),221.2,N deg,5.4,N ms-1,6.8,N degC
1/1/2023,21:00:00,14.69108,V ugm-3,38.42031,V ugm-3,60.94632,V ugm-3,2.899,V ugm-3 (Ref.eq),224.8,N deg,6.1,N ms-1,7.5,N degC
1/1/2023,22:00:00,22.935,V ugm-3,43.15348,V ugm-3,78.31999,V ugm-3,2.899,V ugm-3 (Ref.eq),222.9,N deg,5.5,N ms-1,7.3,N degC
1/1/2023,23:00:00,23.93907,V ugm-3,45.92766,V ugm-3,82.63372,V ugm-3,7.73,V ugm-3 (Ref.eq),225,N deg,5.4,N ms-1,6.7,N degC
1/1/2023,24:00:00,22.19516,V ugm-3,45.35642,V ugm-3,79.38852,V ugm-3,5.797,V ugm-3 (Ref.eq),225.4,N deg,4.4,N ms-1,6.2,N degC
1/2/2023,1:00:00,13.04057,V ugm-3,39.08487,V ugm-3,59.08013,V ugm-3,3.865,V ugm-3 (Ref.eq),219.5,N deg,4.4,N ms-1,5.9,N degC
1/2/2023,2:00:00,18.18631,V ugm-3,47.87879,V ugm-3,75.76407,V ugm-3,4.831,V ugm-3 (Ref.eq),220.7,N deg,4.3,N ms-1,5.5,N degC
1/2/2023,3:00:00,9.80686,V ugm-3,32.59935,V ugm-3,47.63633,V ugm-3,3.865,V ugm-3 (Ref.eq),223.5,N deg,4.3,N ms-1,5.1,N degC
1/2/2023,4:00:00,1.48028,V ugm-3,9.41166,V ugm-3,11.68139,V ugm-3,5.797,V ugm-3 (Ref.eq),239.4,N deg,3.9,N ms-1,4.7,N degC
1/2/2023,5:00:00,1.05734,V ugm-3,4.66164,V ugm-3,6.28287,V ugm-3,5.797,V ugm-3 (Ref.eq),248.4,N deg,3.7,N ms-1,4.3,N degC
1/2/2023,6:00:00,0.3172,V ugm-3,6.64126,V ugm-3,7.12763,V ugm-3,8.696,V ugm-3 (Ref.eq),279.8,N deg,3,N ms-1,5.1,N degC
1/2/2023,7:00:00,9.30462,V ugm-3,18.87659,V ugm-3,33.14348,V ugm-3,9.662,V ugm-3 (Ref.eq),293.4,N deg,2.5,N ms-1,5.2,N degC
1/2/2023,8:00:00,1.05734,V ugm-3,14.45553,V ugm-3,16.07677,V ugm-3,7.73,V ugm-3 (Ref.eq),286.6,N deg,3.4,N ms-1,4.4,N degC
1/2/2023,9:00:00,2.19399,V ugm-3,21.42425,V ugm-3,24.78831,V ugm-3,8.696,V ugm-3 (Ref.eq),286.6,N deg,2.8,N ms-1,3.9,N degC
1/2/2023,10:00:00,13.42826,V ugm-3,28.74933,V ugm-3,49.33904,V ugm-3,5.797,V ugm-3 (Ref.eq),290.7,N deg,2.4,N ms-1,3.4,N degC
1/2/2023,11:00:00,64.10145,V ugm-3,45.13624,V ugm-3,143.42376,V ugm-3,12.561,V ugm-3 (Ref.eq),270.7,N deg,2,N ms-1,3.4,N degC
1/2/2023,12:00:00,10.94351,V ugm-3,26.38195,V ugm-3,43.16176,V ugm-3,9.662,V ugm-3 (Ref.eq),256.8,N deg,2.4,N ms-1,3.2,N degC
1/2/2023,13:00:00,3.09273,V ugm-3,27.5698,V ugm-3,32.31192,V ugm-3,18.358,V ugm-3 (Ref.eq),249.8,N deg,2.6,N ms-1,3.1,N degC
1/2/2023,14:00:00,2.9077,V ugm-3,19.61715,V ugm-3,24.07555,V ugm-3,9.662,V ugm-3 (Ref.eq),248.6,N deg,3,N ms-1,3.6,N degC
1/2/2023,15:00:00,2.59049,V ugm-3,19.50955,V ugm-3,23.48158,V ugm-3,8.696,V ugm-3 (Ref.eq),239.8,N deg,3.5,N ms-1,3.8,N degC
1/2/2023,16:00:00,3.56853,V ugm-3,23.8704,V ugm-3,29.34208,V ugm-3,8.696,V ugm-3 (Ref.eq),234.8,N deg,3.5,N ms-1,3.9,N degC
1/2/2023,17:00:00,36.98059,V ugm-3,54.88423,V ugm-3,111.58701,V ugm-3,13.527,V ugm-3 (Ref.eq),224.2,N deg,2.6,N ms-1,3.5,N degC
1/2/2023,18:00:00,23.8431,V ugm-3,51.82371,V ugm-3,88.38261,V ugm-3,16.425,V ugm-3 (Ref.eq),196.4,N deg,3,N ms-1,3,N degC
1/2/2023,19:00:00,35.31527,V ugm-3,55.35219,V ugm-3,109.50152,V ugm-3,25.121,V ugm-3 (Ref.eq),164.3,N deg,3.3,N ms-1,2.6,N degC
1/2/2023,20:00:00,88.07671,V ugm-3,56.36739,V ugm-3,191.41646,V ugm-3,30.918,V ugm-3 (Ref.eq),154,N deg,3.8,N ms-1,2.3,N degC
1/2/2023,21:00:00,33.80856,V ugm-3,45.1363,V ugm-3,96.97537,V ugm-3,24.155,V ugm-3 (Ref.eq),155,N deg,4.3,N ms-1,2.1,N degC
1/2/2023,22:00:00,28.52184,V ugm-3,45.2833,V ugm-3,89.01618,V ugm-3,25.121,V ugm-3 (Ref.eq),154.1,N deg,4.8,N ms-1,2,N degC
1/2/2023,23:00:00,38.2494,V ugm-3,48.38498,V ugm-3,107.03324,V ugm-3,28.986,V ugm-3 (Ref.eq),148.6,N deg,5.3,N ms-1,2.2,N degC
1/2/2023,24:00:00,23.81666,V ugm-3,41.92516,V ugm-3,78.44353,V ugm-3,16.425,V ugm-3 (Ref.eq),149.6,N deg,6,N ms-1,2.5,N degC
1/3/2023,1:00:00,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,19.324,V ugm-3 (Ref.eq),154.8,N deg,4,N ms-1,2.8,N degC
1/3/2023,2:00:00,11.49448,V ugm-3,40.27392,V ugm-3,57.89854,V ugm-3,11.594,V ugm-3 (Ref.eq),162.9,N deg,4.6,N ms-1,3.1,N degC
1/3/2023,3:00:00,5.65909,V ugm-3,26.82268,V ugm-3,35.49984,V ugm-3,11.594,V ugm-3 (Ref.eq),182.9,N deg,5.5,N ms-1,3.9,N degC
1/3/2023,4:00:00,3.41132,V ugm-3,20.99805,V ugm-3,26.22867,V ugm-3,8.696,V ugm-3 (Ref.eq),191.8,N deg,6.4,N ms-1,5.6,N degC
1/3/2023,5:00:00,13.30152,V ugm-3,33.29021,V ugm-3,53.68558,V ugm-3,8.696,V ugm-3 (Ref.eq),192.7,N deg,7.2,N ms-1,7,N degC
1/3/2023,6:00:00,5.20954,V ugm-3,21.25197,V ugm-3,29.23982,V ugm-3,5.797,V ugm-3 (Ref.eq),202.3,N deg,9.4,N ms-1,8.1,N degC
1/3/2023,7:00:00,4.7071,V ugm-3,14.73223,V ugm-3,21.94968,V ugm-3,13.527,V ugm-3 (Ref.eq),196.9,N deg,9.6,N ms-1,8.6,N degC
1/3/2023,8:00:00,18.65209,V ugm-3,37.01183,V ugm-3,65.61131,V ugm-3,8.696,V ugm-3 (Ref.eq),215.5,N deg,11.2,N ms-1,9.2,N degC
1/3/2023,9:00:00,22.18682,V ugm-3,43.12151,V ugm-3,77.14083,V ugm-3,15.459,V ugm-3 (Ref.eq),217.4,N deg,9.6,N ms-1,9.5,N degC
1/3/2023,10:00:00,21.47282,V ugm-3,42.6711,V ugm-3,75.59563,V ugm-3,4.831,V ugm-3 (Ref.eq),218.8,N deg,8,N ms-1,9.7,N degC
1/3/2023,11:00:00,22.68926,V ugm-3,48.61113,V ugm-3,83.40085,V ugm-3,9.662,V ugm-3 (Ref.eq),217.4,N deg,8.5,N ms-1,10,N degC
1/3/2023,12:00:00,30.0408,V ugm-3,53.93986,V ugm-3,100.00177,V ugm-3,5.797,V ugm-3 (Ref.eq),218.3,N deg,9.3,N ms-1,10.2,N degC
1/3/2023,13:00:00,23.0066,V ugm-3,41.11175,V ugm-3,76.38804,V ugm-3,8.696,V ugm-3 (Ref.eq),216.5,N deg,10.6,N ms-1,10.4,N degC
1/3/2023,14:00:00,18.93416,V ugm-3,36.65857,V ugm-3,65.69055,V ugm-3,17.392,V ugm-3 (Ref.eq),215.1,N deg,10.6,N ms-1,10.4,N degC
1/3/2023,15:00:00,14.5444,V ugm-3,30.94865,V ugm-3,53.24976,V ugm-3,6.763,V ugm-3 (Ref.eq),217.1,N deg,10.6,N ms-1,10.5,N degC
1/3/2023,16:00:00,14.88818,V ugm-3,32.99686,V ugm-3,55.82508,V ugm-3,5.797,V ugm-3 (Ref.eq),219.3,N deg,11.2,N ms-1,10.9,N degC
1/3/2023,17:00:00,16.71284,V ugm-3,34.99315,V ugm-3,60.61914,V ugm-3,5.797,V ugm-3 (Ref.eq),217.3,N deg,10.8,N ms-1,11.2,N degC
1/3/2023,18:00:00,20.20349,V ugm-3,43.71932,V ugm-3,74.69757,V ugm-3,5.797,V ugm-3 (Ref.eq),225.2,N deg,9.5,N ms-1,11.5,N degC
1/3/2023,19:00:00,12.32307,V ugm-3,32.88869,V ugm-3,51.7838,V ugm-3,2.899,V ugm-3 (Ref.eq),235.8,N deg,8.7,N ms-1,11.6,N degC
1/3/2023,20:00:00,15.46995,V ugm-3,39.23648,V ugm-3,62.95674,V ugm-3,1.932,V ugm-3 (Ref.eq),244,N deg,9.1,N ms-1,11.7,N degC
1/3/2023,21:00:00,3.83443,V ugm-3,20.66626,V ugm-3,26.54564,V ugm-3,3.865,V ugm-3 (Ref.eq),244.7,N deg,9,N ms-1,11.6,N degC
1/3/2023,22:00:00,6.66398,V ugm-3,25.24226,V ugm-3,35.46022,V ugm-3,4.831,V ugm-3 (Ref.eq),244.4,N deg,10.3,N ms-1,11.4,N degC
1/3/2023,23:00:00,9.96953,V ugm-3,32.73348,V ugm-3,48.01987,V ugm-3,5.797,V ugm-3 (Ref.eq),244.7,N deg,11,N ms-1,11.3,N degC
1/3/2023,24:00:00,8.35642,V ugm-3,31.87876,V ugm-3,44.69176,V ugm-3,9.662,V ugm-3 (Ref.eq),246.5,N deg,11.8,N ms-1,11.2,N degC
1/4/2023,1:00:00,6.63142,V ugm-3,27.20187,V ugm-3,37.36991,V ugm-3,3.865,V ugm-3 (Ref.eq),239.7,N deg,10.5,N ms-1,11.8,N degC
1/4/2023,2:00:00,9.70022,V ugm-3,24.82216,V ugm-3,39.69562,V ugm-3,0.966,V ugm-3 (Ref.eq),245.3,N deg,11.8,N ms-1,11.8,N degC
1/4/2023,3:00:00,10.37042,V ugm-3,25.48596,V ugm-3,41.38705,V ugm-3,0,V ugm-3 (Ref.eq),249.5,N deg,12.3,N ms-1,11.9,N degC
1/4/2023,4:00:00,5.29103,V ugm-3,20.66785,V ugm-3,28.78065,V ugm-3,1.932,V ugm-3 (Ref.eq),256.7,N deg,12.6,N ms-1,11.7,N degC
1/4/2023,5:00:00,0.7672,V ugm-3,5.80077,V ugm-3,6.97713,V ugm-3,2.899,V ugm-3 (Ref.eq),258.4,N deg,12.4,N ms-1,11.7,N degC
1/4/2023,6:00:00,0.60847,V ugm-3,3.82416,V ugm-3,4.75713,V ugm-3,0.966,V ugm-3 (Ref.eq),260.8,N deg,12.3,N ms-1,10.8,N degC
1/4/2023,7:00:00,1.55204,V ugm-3,7.71594,V ugm-3,10.09569,V ugm-3,11.594,V ugm-3 (Ref.eq),260.7,N deg,11.5,N ms-1,10.7,N degC
1/4/2023,8:00:00,2.11641,V ugm-3,12.41377,V ugm-3,15.65889,V ugm-3,21.256,V ugm-3 (Ref.eq),258.3,N deg,11.3,N ms-1,10.7,N degC
1/4/2023,9:00:00,2.64552,V ugm-3,13.94142,V ugm-3,17.99782,V ugm-3,23.189,V ugm-3 (Ref.eq),259.7,N deg,11.5,N ms-1,10.4,N degC
1/4/2023,10:00:00,2.80425,V ugm-3,13.61875,V ugm-3,17.91853,V ugm-3,25.121,V ugm-3 (Ref.eq),260.3,N deg,11.4,N ms-1,10.6,N degC
1/4/2023,11:00:00,2.56615,V ugm-3,10.41597,V ugm-3,14.35068,V ugm-3,28.986,V ugm-3 (Ref.eq),260.5,N deg,11.1,N ms-1,10.9,N degC
1/4/2023,12:00:00,2.67197,V ugm-3,10.49158,V ugm-3,14.58854,V ugm-3,31.885,V ugm-3 (Ref.eq),262.7,N deg,11.2,N ms-1,11.1,N degC
1/4/2023,13:00:00,2.72488,V ugm-3,10.09331,V ugm-3,14.27139,V ugm-3,25.121,V ugm-3 (Ref.eq),264.4,N deg,10.9,N ms-1,11.1,N degC
1/4/2023,14:00:00,3.43917,V ugm-3,11.53521,V ugm-3,16.80853,V ugm-3,36.716,V ugm-3 (Ref.eq),266,N deg,11.1,N ms-1,10.8,N degC
1/4/2023,15:00:00,2.98943,V ugm-3,10.87695,V ugm-3,15.46068,V ugm-3,36.716,V ugm-3 (Ref.eq),266.5,N deg,10.5,N ms-1,10.2,N degC
1/4/2023,16:00:00,2.98943,V ugm-3,9.76695,V ugm-3,14.35068,V ugm-3,41.547,V ugm-3 (Ref.eq),266.2,N deg,9.8,N ms-1,9.5,N degC
1/4/2023,17:00:00,2.14287,V ugm-3,9.16215,V ugm-3,12.44783,V ugm-3,42.513,V ugm-3 (Ref.eq),264.8,N deg,8.7,N ms-1,9.2,N degC
1/4/2023,18:00:00,2.40742,V ugm-3,11.01614,V ugm-3,14.70747,V ugm-3,45.411,V ugm-3 (Ref.eq),262.4,N deg,7.6,N ms-1,8.9,N degC
1/4/2023,19:00:00,1.85186,V ugm-3,9.37049,V ugm-3,12.20997,V ugm-3,44.445,V ugm-3 (Ref.eq),260.3,N deg,7.1,N ms-1,8.7,N degC
1/4/2023,20:00:00,1.58731,V ugm-3,6.97471,V ugm-3,9.40855,V ugm-3,45.411,V ugm-3 (Ref.eq),264.5,N deg,8,N ms-1,8.7,N degC
1/4/2023,21:00:00,1.64022,V ugm-3,6.56323,V ugm-3,9.07819,V ugm-3,37.682,V ugm-3 (Ref.eq),270.9,N deg,9.2,N ms-1,9.5,N degC
1/4/2023,22:00:00,1.21694,V ugm-3,4.4769,V ugm-3,6.34284,V ugm-3,46.378,V ugm-3 (Ref.eq),271.3,N deg,9.3,N ms-1,9.5,N degC
1/4/2023,23:00:00,0.87302,V ugm-3,3.97352,V ugm-3,5.31213,V ugm-3,40.58,V ugm-3 (Ref.eq),269.5,N deg,8,N ms-1,8.8,N degC
1/4/2023,24:00:00,1.16403,V ugm-3,3.52732,V ugm-3,5.31213,V ugm-3,43.479,V ugm-3 (Ref.eq),274.6,N deg,8.5,N ms-1,8.7,N degC
1/5/2023,1:00:00,0.74105,V ugm-3,2.93604,V ugm-3,4.07229,V ugm-3,34.783,V ugm-3 (Ref.eq),259.9,N deg,7.1,N ms-1,8.8,N degC
1/5/2023,2:00:00,1.05864,V ugm-3,2.39619,V ugm-3,4.0194,V ugm-3,34.783,V ugm-3 (Ref.eq),262.5,N deg,7.1,N ms-1,8.8,N degC
1/5/2023,3:00:00,0.44992,V ugm-3,1.8487,V ugm-3,2.53857,V ugm-3,39.614,V ugm-3 (Ref.eq),262.3,N deg,6.3,N ms-1,8.7,N degC
1/5/2023,4:00:00,0.60872,V ugm-3,1.96221,V ugm-3,2.89556,V ugm-3,26.087,V ugm-3 (Ref.eq),257.5,N deg,6,N ms-1,8.5,N degC
1/5/2023,5:00:00,3.38764,V ugm-3,10.39411,V ugm-3,15.58841,V ugm-3,18.358,V ugm-3 (Ref.eq),254.1,N deg,5.5,N ms-1,8.4,N degC
1/5/2023,6:00:00,25.59254,V ugm-3,43.34154,V ugm-3,82.58289,V ugm-3,No data,V ugm-3 (Ref.eq),244,N deg,4.9,N ms-1,9.1,N degC
1/5/2023,7:00:00,33.10886,V ugm-3,42.44694,V ugm-3,93.21316,V ugm-3,3.865,V ugm-3 (Ref.eq),229,N deg,4,N ms-1,9.4,N degC
1/5/2023,8:00:00,50.84103,V ugm-3,58.81036,V ugm-3,136.76551,V ugm-3,2.899,V ugm-3 (Ref.eq),215.8,N deg,4.9,N ms-1,9.8,N degC
1/5/2023,9:00:00,34.22043,V ugm-3,49.90521,V ugm-3,102.37581,V ugm-3,0,V ugm-3 (Ref.eq),228.5,N deg,5.3,N ms-1,10,N degC
1/5/2023,10:00:00,32.65894,V ugm-3,49.12625,V ugm-3,99.2026,V ugm-3,3.865,V ugm-3 (Ref.eq),226.9,N deg,5.5,N ms-1,9.9,N degC
1/5/2023,11:00:00,14.2122,V ugm-3,41.23622,V ugm-3,63.02796,V ugm-3,3.865,V ugm-3 (Ref.eq),229.4,N deg,7,N ms-1,9.3,N degC
1/5/2023,12:00:00,9.10428,V ugm-3,33.83684,V ugm-3,47.79653,V ugm-3,5.797,V ugm-3 (Ref.eq),224.9,N deg,7,N ms-1,9.1,N degC
1/5/2023,13:00:00,12.57131,V ugm-3,35.10521,V ugm-3,54.38095,V ugm-3,5.797,V ugm-3 (Ref.eq),227.1,N deg,7.1,N ms-1,9.9,N degC
1/5/2023,14:00:00,11.93613,V ugm-3,35.12718,V ugm-3,53.42899,V ugm-3,7.73,V ugm-3 (Ref.eq),229.2,N deg,6.6,N ms-1,10.3,N degC
1/5/2023,15:00:00,20.37876,V ugm-3,41.02295,V ugm-3,72.26994,V ugm-3,7.73,V ugm-3 (Ref.eq),211.4,N deg,5.6,N ms-1,9.9,N degC
1/5/2023,16:00:00,31.97083,V ugm-3,49.6657,V ugm-3,98.68695,V ugm-3,5.797,V ugm-3 (Ref.eq),210.2,N deg,5.6,N ms-1,9.2,N degC
1/5/2023,17:00:00,31.8385,V ugm-3,50.34458,V ugm-3,99.16293,V ugm-3,8.696,V ugm-3 (Ref.eq),218.6,N deg,6.8,N ms-1,9.1,N degC
1/5/2023,18:00:00,19.61125,V ugm-3,40.41485,V ugm-3,70.48501,V ugm-3,11.594,V ugm-3 (Ref.eq),221.1,N deg,8.2,N ms-1,9.3,N degC
1/5/2023,19:00:00,20.24643,V ugm-3,39.71858,V ugm-3,70.76267,V ugm-3,12.561,V ugm-3 (Ref.eq),221.1,N deg,8.8,N ms-1,9.4,N degC
1/5/2023,20:00:00,17.43222,V ugm-3,35.51885,V ugm-3,62.24788,V ugm-3,7.73,V ugm-3 (Ref.eq),222.8,N deg,9.5,N ms-1,9.6,N degC
1/5/2023,21:00:00,12.67717,V ugm-3,28.16014,V ugm-3,47.59821,V ugm-3,2.899,V ugm-3 (Ref.eq),221.5,N deg,11.1,N ms-1,10,N degC
1/5/2023,22:00:00,13.02123,V ugm-3,33.26505,V ugm-3,53.23066,V ugm-3,3.865,V ugm-3 (Ref.eq),231.9,N deg,11.7,N ms-1,10.4,N degC
1/5/2023,23:00:00,15.27084,V ugm-3,29.61738,V ugm-3,53.03234,V ugm-3,5.797,V ugm-3 (Ref.eq),242.5,N deg,9.5,N ms-1,10.4,N degC
1/5/2023,24:00:00,2.14374,V ugm-3,7.18458,V ugm-3,10.47161,V ugm-3,7.73,V ugm-3 (Ref.eq),267.6,N deg,7.9,N ms-1,9.7,N degC
1/6/2023,1:00:00,0.67074,V ugm-3,4.58072,V ugm-3,5.60918,V ugm-3,1.932,V ugm-3 (Ref.eq),253.5,N deg,6.7,N ms-1,8.2,N degC
1/6/2023,2:00:00,0.91786,V ugm-3,3.09056,V ugm-3,4.49793,V ugm-3,2.899,V ugm-3 (Ref.eq),258.2,N deg,5.9,N ms-1,7.9,N degC
1/6/2023,3:00:00,0.42363,V ugm-3,3.91452,V ugm-3,4.56407,V ugm-3,5.797,V ugm-3 (Ref.eq),249.4,N deg,5.3,N ms-1,7.3,N degC
1/6/2023,4:00:00,7.49291,V ugm-3,24.62674,V ugm-3,36.1157,V ugm-3,6.763,V ugm-3 (Ref.eq),237.6,N deg,4.3,N ms-1,6.7,N degC
1/6/2023,5:00:00,10.37886,V ugm-3,37.00274,V ugm-3,52.91678,V ugm-3,5.797,V ugm-3 (Ref.eq),228.7,N deg,4.6,N ms-1,6.2,N degC
1/6/2023,6:00:00,17.65996,V ugm-3,41.66067,V ugm-3,68.73889,V ugm-3,4.831,V ugm-3 (Ref.eq),226.6,N deg,5.1,N ms-1,5.9,N degC
1/6/2023,7:00:00,25.65592,V ugm-3,51.74448,V ugm-3,91.083,V ugm-3,1.932,V ugm-3 (Ref.eq),227.1,N deg,5.4,N ms-1,5.7,N degC
1/6/2023,8:00:00,68.01863,V ugm-3,62.98938,V ugm-3,167.28316,V ugm-3,9.662,V ugm-3 (Ref.eq),221.2,N deg,5.2,N ms-1,5.6,N degC
1/6/2023,9:00:00,27.77405,V ugm-3,50.48109,V ugm-3,93.06738,V ugm-3,7.73,V ugm-3 (Ref.eq),218,N deg,5.1,N ms-1,5.4,N degC
1/6/2023,10:00:00,38.07349,V ugm-3,52.11169,V ugm-3,110.49023,V ugm-3,7.73,V ugm-3 (Ref.eq),216.9,N deg,5.7,N ms-1,6.1,N degC
1/6/2023,11:00:00,30.66001,V ugm-3,49.3104,V ugm-3,96.32176,V ugm-3,6.763,V ugm-3 (Ref.eq),208.2,N deg,5.6,N ms-1,6.2,N degC
1/6/2023,12:00:00,34.97572,V ugm-3,50.78935,V ugm-3,104.41803,V ugm-3,15.459,V ugm-3 (Ref.eq),201.4,N deg,5.5,N ms-1,6.8,N degC
1/6/2023,13:00:00,28.67426,V ugm-3,49.41829,V ugm-3,93.38488,V ugm-3,14.493,V ugm-3 (Ref.eq),203.8,N deg,5.5,N ms-1,7.3,N degC
1/6/2023,14:00:00,25.36467,V ugm-3,48.93666,V ugm-3,87.82862,V ugm-3,15.459,V ugm-3 (Ref.eq),198.3,N deg,5.6,N ms-1,8.2,N degC
1/6/2023,15:00:00,16.52146,V ugm-3,40.9854,V ugm-3,66.31795,V ugm-3,8.696,V ugm-3 (Ref.eq),207.5,N deg,6,N ms-1,8.9,N degC
1/6/2023,16:00:00,18.95731,V ugm-3,48.56144,V ugm-3,77.62891,V ugm-3,12.561,V ugm-3 (Ref.eq),204.6,N deg,6.1,N ms-1,8.5,N degC
1/6/2023,17:00:00,15.72716,V ugm-3,37.24236,V ugm-3,61.357,V ugm-3,13.527,V ugm-3 (Ref.eq),196.4,N deg,6,N ms-1,8.5,N degC
1/6/2023,18:00:00,21.26079,V ugm-3,38.79854,V ugm-3,71.39796,V ugm-3,6.763,V ugm-3 (Ref.eq),207,N deg,8.6,N ms-1,10.2,N degC
1/6/2023,19:00:00,17.76586,V ugm-3,39.55359,V ugm-3,66.7942,V ugm-3,5.797,V ugm-3 (Ref.eq),215.8,N deg,8.8,N ms-1,10.8,N degC
1/6/2023,20:00:00,18.2954,V ugm-3,37.78915,V ugm-3,65.8417,V ugm-3,16.425,V ugm-3 (Ref.eq),214.9,N deg,9.9,N ms-1,11.1,N degC
1/6/2023,21:00:00,13.02653,V ugm-3,27.2148,V ugm-3,47.18854,V ugm-3,8.696,V ugm-3 (Ref.eq),211.9,N deg,11.4,N ms-1,11.2,N degC
1/6/2023,22:00:00,13.9797,V ugm-3,25.1183,V ugm-3,46.55353,V ugm-3,14.493,V ugm-3 (Ref.eq),211.4,N deg,11.9,N ms-1,11.2,N degC
1/6/2023,23:00:00,13.92674,V ugm-3,23.96918,V ugm-3,45.32322,V ugm-3,13.527,V ugm-3 (Ref.eq),208.9,N deg,12,N ms-1,11.2,N degC
1/6/2023,24:00:00,9.92876,V ugm-3,20.01868,V ugm-3,35.24257,V ugm-3,14.493,V ugm-3 (Ref.eq),205.1,N deg,12.3,N ms-1,11.2,N degC
1/7/2023,1:00:00,6.95738,V ugm-3,11.99334,V ugm-3,22.66117,V ugm-3,6.763,V ugm-3 (Ref.eq),204.7,N deg,12.4,N ms-1,11.2,N degC
